candidate_id,arxiv_id,route_id,round,family,facet,rank,title,canonical_url,raw_file
arxiv:0508269,0508269,Q13,L3,author,author_lineage,18,Half metallic digital ferromagnetic heterostructure composed of a $δ$-doped layer of Mn in Si,https://arxiv.org/abs/0508269,raw/arxiv/Q13.xml
arxiv:0509115,0509115,Q14,L3,author,author_lineage,20,Charmonium spectral functions in Nf=2 QCD,https://arxiv.org/abs/0509115,raw/arxiv/Q14.xml
arxiv:0509134,0509134,Q21,L7,stochastic_quantization,mechanism,6,The Gluon Propagator in Lattice Landau Gauge with twisted boundary conditions,https://arxiv.org/abs/0509134,expansion/raw/arxiv/Q21.xml
arxiv:0608009,0608009,Q14,L3,author,author_lineage,19,Charmonium spectral functions in two-flavour QCD,https://arxiv.org/abs/0608009,raw/arxiv/Q14.xml
arxiv:0610065,0610065,Q14,L3,author,author_lineage,18,Charmonium spectral functions in N_f=2 QCD at high temperature,https://arxiv.org/abs/0610065,raw/arxiv/Q14.xml
arxiv:0701047,0701047,Q12,L3,jarzynski,method_precedent,30,A selection of nonequilibrium issues,https://arxiv.org/abs/0701047,raw/arxiv/Q12.xml
arxiv:0702044,0702044,Q12,L3,jarzynski,method_precedent,29,Temperature-extended Jarzynski relation: Application to the numerical calculation of the surface tension,https://arxiv.org/abs/0702044,raw/arxiv/Q12.xml
arxiv:0705.3256,0705.3256,Q12,L3,jarzynski,method_precedent,28,Reconstructing the free energy landscape of a mechanically unfolded model protein,https://arxiv.org/abs/0705.3256,raw/arxiv/Q12.xml
arxiv:0706.1261,0706.1261,Q10,L2,diffusion,adjacent,30,Partitioning of a polymer chain between a confining cavity and a gel,https://arxiv.org/abs/0706.1261,raw/arxiv/Q10.xml
arxiv:0706.2818,0706.2818,Q12,L3,jarzynski,method_precedent,27,Protein mechanical unfolding: a model with binary variables,https://arxiv.org/abs/0706.2818,raw/arxiv/Q12.xml
arxiv:0710.2795,0710.2795,Q14,L3,author,author_lineage,17,Charmonium properties in the quark-gluon plasma,https://arxiv.org/abs/0710.2795,raw/arxiv/Q14.xml
arxiv:0801.1864,0801.1864,Q17,L4,correction,exactness,30,Adaptive Independent Metropolis-Hastings by Fast Estimation of Mixtures of Normals,https://arxiv.org/abs/0801.1864,raw/arxiv/Q17.xml
arxiv:0803.1811,0803.1811,Q12,L3,jarzynski,method_precedent,26,Free energy landscape of mechanically unfolded model proteins: extended Jarzinsky versus inherent structure reconstruction,https://arxiv.org/abs/0803.1811,raw/arxiv/Q12.xml
arxiv:0809.5227,0809.5227,Q21,L7,stochastic_quantization,mechanism,5,Stochastic quantization at nonzero chemical potential,https://arxiv.org/abs/0809.5227,expansion/raw/arxiv/Q21.xml
arxiv:0903.0483,0903.0483,Q17,L4,correction,exactness,29,Adaptive independent Metropolis--Hastings,https://arxiv.org/abs/0903.0483,raw/arxiv/Q17.xml
arxiv:0903.1385,0903.1385,Q13,L3,author,author_lineage,17,Gutzwiller density functional calculations of the electronic structure of FeAs-based superconductors: Evidence for a three-dimensional Fermi surface,https://arxiv.org/abs/0903.1385,raw/arxiv/Q13.xml
arxiv:0911.0230,0911.0230,Q17,L4,correction,exactness,28,Particle filtering within adaptive Metropolis Hastings sampling,https://arxiv.org/abs/0911.0230,raw/arxiv/Q17.xml
arxiv:0911.3204,0911.3204,Q23,L9,multiscale,scaling,17,Scaling study of the relativistic corrections to the static potential,https://arxiv.org/abs/0911.3204,expansion/raw/arxiv/Q23.xml
arxiv:1007.4897,1007.4897,Q14,L3,author,author_lineage,16,Polarised correlators at finite temperature,https://arxiv.org/abs/1007.4897,raw/arxiv/Q14.xml
arxiv:1010.3725,1010.3725,Q14,L3,author,author_lineage,15,Bottomonium above deconfinement in lattice nonrelativistic QCD,https://arxiv.org/abs/1010.3725,raw/arxiv/Q14.xml
arxiv:1109.3941,1109.3941,Q10,L2,diffusion,adjacent,29,Towards a non-perturbative measurement of the heavy quark momentum diffusion coefficient,https://arxiv.org/abs/1109.3941,raw/arxiv/Q10.xml
arxiv:1109.3941,1109.3941,Q23,L9,multiscale,scaling,16,Towards a non-perturbative measurement of the heavy quark momentum diffusion coefficient,https://arxiv.org/abs/1109.3941,expansion/raw/arxiv/Q23.xml
arxiv:1111.5421,1111.5421,Q17,L4,correction,exactness,27,Markovian stochastic approximation with expanding projections,https://arxiv.org/abs/1111.5421,raw/arxiv/Q17.xml
arxiv:1202.2462,1202.2462,Q23,L9,multiscale,scaling,15,Aggregation-based Multilevel Methods for Lattice QCD,https://arxiv.org/abs/1202.2462,expansion/raw/arxiv/Q23.xml
arxiv:1203.3332,1203.3332,Q12,L3,jarzynski,method_precedent,25,Exact Results for the Jarzynski Equality in Ising Spin Glass Models Derived by Using a Gauge Symmetry,https://arxiv.org/abs/1203.3332,raw/arxiv/Q12.xml
arxiv:1206.6156,1206.6156,Q13,L3,author,author_lineage,16,Radiation properties of extreme nulling pulsar J1502-5653,https://arxiv.org/abs/1206.6156,raw/arxiv/Q13.xml
arxiv:1211.2418,1211.2418,Q10,L2,diffusion,adjacent,28,An estimate of heavy quark momentum diffusion coefficient in gluon plasma,https://arxiv.org/abs/1211.2418,raw/arxiv/Q10.xml
arxiv:1211.2582,1211.2582,Q17,L4,correction,exactness,26,Sequentially interacting Markov chain Monte Carlo methods,https://arxiv.org/abs/1211.2582,raw/arxiv/Q17.xml
arxiv:1212.4368,1212.4368,Q14,L3,author,author_lineage,14,Bottomonium from lattice QCD as a probe of the Quark-Gluon Plasma,https://arxiv.org/abs/1212.4368,raw/arxiv/Q14.xml
arxiv:1303.2141,1303.2141,Q12,L3,jarzynski,method_precedent,24,Non-equilibrium Approach to Thermodynamics using Jarzynski Equality and Diagonal Entropy,https://arxiv.org/abs/1303.2141,raw/arxiv/Q12.xml
arxiv:1304.1319,1304.1319,Q13,L3,author,author_lineage,15,Backward Stochastic Differential Equations Associated with the Vorticity Equations,https://arxiv.org/abs/1304.1319,raw/arxiv/Q13.xml
arxiv:1307.3719,1307.3719,Q17,L4,correction,exactness,25,Comparison of asymptotic variances of inhomogeneous Markov chains with application to Markov chain Monte Carlo methods,https://arxiv.org/abs/1307.3719,raw/arxiv/Q17.xml
arxiv:1309.2770,1309.2770,Q14,L3,author,author_lineage,13,Viscous fingering at ultralow interfacial tension,https://arxiv.org/abs/1309.2770,raw/arxiv/Q14.xml
arxiv:1310.5467,1310.5467,Q14,L3,author,author_lineage,12,Melting of P wave bottomonium states in the quark-gluon plasma from lattice NRQCD,https://arxiv.org/abs/1310.5467,raw/arxiv/Q14.xml
arxiv:1311.3759,1311.3759,Q10,L2,diffusion,adjacent,27,Towards the continuum limit in transport coefficient computations,https://arxiv.org/abs/1311.3759,raw/arxiv/Q10.xml
arxiv:1311.4386,1311.4386,Q07,L2,nonequilibrium,mechanism,3,Lattice Monte Carlo methods for systems far from equilibrium,https://arxiv.org/abs/1311.4386,raw/arxiv/Q07.xml
arxiv:1312.0791,1312.0791,Q10,L2,diffusion,adjacent,26,Spectral functions of charmonium from 2 flavour anisotropic lattice data,https://arxiv.org/abs/1312.0791,raw/arxiv/Q10.xml
arxiv:1403.5183,1403.5183,Q14,L3,author,author_lineage,11,Quark-Gluon Plasma: from lattice simulations to experimental results,https://arxiv.org/abs/1403.5183,raw/arxiv/Q14.xml
arxiv:1406.5795,1406.5795,Q17,L4,correction,exactness,24,An extended space approach for particle Markov chain Monte Carlo methods,https://arxiv.org/abs/1406.5795,raw/arxiv/Q17.xml
arxiv:1411.3503,1411.3503,Q23,L9,multiscale,scaling,14,Light Glueball masses using the Multilevel Algorithm,https://arxiv.org/abs/1411.3503,expansion/raw/arxiv/Q23.xml
arxiv:1411.7580,1411.7580,Q14,L3,author,author_lineage,10,Bottomonium in the plasma: lattice results,https://arxiv.org/abs/1411.7580,raw/arxiv/Q14.xml
arxiv:1412.6594,1412.6594,Q10,L2,diffusion,adjacent,25,Quark mass dependence of quarkonium properties at finite temperature,https://arxiv.org/abs/1412.6594,raw/arxiv/Q10.xml
arxiv:1501.05757,1501.05757,Q17,L4,correction,exactness,23,On the Geometric Ergodicity of Metropolis-Hastings Algorithms for Lattice Gaussian Sampling,https://arxiv.org/abs/1501.05757,raw/arxiv/Q17.xml
arxiv:1501.05757,1501.05757,Q19,L5,correction,exactness,4,On the Geometric Ergodicity of Metropolis-Hastings Algorithms for Lattice Gaussian Sampling,https://arxiv.org/abs/1501.05757,expansion/raw/arxiv/Q19.xml
arxiv:1503.08813,1503.08813,Q14,L3,author,author_lineage,9,Hopping parameter expansion to all orders using the complex Langevin equation,https://arxiv.org/abs/1503.08813,raw/arxiv/Q14.xml
arxiv:1511.07102,1511.07102,Q17,L4,correction,exactness,22,Efficient MCMC implementation of multi-state mark-recapture models,https://arxiv.org/abs/1511.07102,raw/arxiv/Q17.xml
arxiv:1604.05544,1604.05544,Q12,L3,jarzynski,method_precedent,23,Jarzynski's theorem for lattice gauge theory,https://arxiv.org/abs/1604.05544,raw/arxiv/Q12.xml
arxiv:1604.08016,1604.08016,Q17,L4,correction,exactness,21,Adaptive Incremental Mixture Markov chain Monte Carlo,https://arxiv.org/abs/1604.08016,raw/arxiv/Q17.xml
arxiv:1606.04172,1606.04172,Q13,L3,author,author_lineage,14,A Threshold-free Prospective Prediction Accuracy Measure for Censored Time to Event Data,https://arxiv.org/abs/1606.04172,raw/arxiv/Q13.xml
arxiv:1609.02157,1609.02157,Q12,L3,jarzynski,method_precedent,22,Out-of-equilibrium protocol for Rényi entropies via the Jarzynski equality,https://arxiv.org/abs/1609.02157,raw/arxiv/Q12.xml
arxiv:1610.09017,1610.09017,Q12,L3,jarzynski,method_precedent,21,Applications of Jarzynski's relation in lattice gauge theories,https://arxiv.org/abs/1610.09017,raw/arxiv/Q12.xml
arxiv:1611.02931,1611.02931,Q14,L3,author,author_lineage,8,On complex Langevin dynamics and zeroes of the measure II: Fermionic determinant,https://arxiv.org/abs/1611.02931,raw/arxiv/Q14.xml
arxiv:1612.06424,1612.06424,Q23,L9,multiscale,scaling,13,Domain decomposition and multilevel integration for fermions,https://arxiv.org/abs/1612.06424,expansion/raw/arxiv/Q23.xml
arxiv:1612.08032,1612.08032,Q14,L3,author,author_lineage,7,Heavy-flavor production and medium properties in high-energy nuclear collisions - What next?,https://arxiv.org/abs/1612.08032,raw/arxiv/Q14.xml
arxiv:1702.02297,1702.02297,Q10,L2,diffusion,adjacent,24,Heavy Flavours in Quark-Gluon Plasma,https://arxiv.org/abs/1702.02297,raw/arxiv/Q10.xml
arxiv:1704.02673,1704.02673,Q17,L4,correction,exactness,20,Lattice Gaussian Sampling by Markov Chain Monte Carlo: Bounded Distance Decoding and Trapdoor Sampling,https://arxiv.org/abs/1704.02673,raw/arxiv/Q17.xml
arxiv:1704.02673,1704.02673,Q19,L5,correction,exactness,3,Lattice Gaussian Sampling by Markov Chain Monte Carlo: Bounded Distance Decoding and Trapdoor Sampling,https://arxiv.org/abs/1704.02673,expansion/raw/arxiv/Q19.xml
arxiv:1704.02877,1704.02877,Q14,L3,author,author_lineage,6,Quantum sensors for the generating functional of interacting quantum field theories,https://arxiv.org/abs/1704.02877,raw/arxiv/Q14.xml
arxiv:1705.10387,1705.10387,Q13,L3,author,author_lineage,13,Tiny Groups Tackle Byzantine Adversaries,https://arxiv.org/abs/1705.10387,raw/arxiv/Q13.xml
arxiv:1707.01660,1707.01660,Q17,L4,correction,exactness,19,Particle MCMC with Poisson Resampling: Parallelization and Continuous Time Models,https://arxiv.org/abs/1707.01660,raw/arxiv/Q17.xml
arxiv:1710.04435,1710.04435,Q12,L3,jarzynski,method_precedent,20,The equation of state with non-equilibrium methods,https://arxiv.org/abs/1710.04435,raw/arxiv/Q12.xml
arxiv:1710.08839,1710.08839,Q23,L9,multiscale,scaling,12,openQ*D simulation code for QCD+QED,https://arxiv.org/abs/1710.08839,expansion/raw/arxiv/Q23.xml
arxiv:1711.01592,1711.01592,Q23,L9,multiscale,scaling,11,Local multiboson factorization of the quark determinant,https://arxiv.org/abs/1711.01592,expansion/raw/arxiv/Q23.xml
arxiv:1801.03110,1801.03110,Q12,L3,jarzynski,method_precedent,19,QCD thermodynamics from lattice calculations with non-equilibrium methods: The SU(3) equation of state,https://arxiv.org/abs/1801.03110,raw/arxiv/Q12.xml
arxiv:1809.01609,1809.01609,Q12,L3,jarzynski,method_precedent,18,Thermolubricity and the Jarzynski equality,https://arxiv.org/abs/1809.01609,raw/arxiv/Q12.xml
arxiv:1812.09855,1812.09855,Q13,L3,author,author_lineage,12,Data-taking strategy for the precise measurement of the $W$ boson mass with a threshold scan at circular electron positron colliders,https://arxiv.org/abs/1812.09855,raw/arxiv/Q13.xml
arxiv:1904.12072,1904.12072,P05,L1,root_reference_hypothesis,identifier_probe,1,Flow-based generative models for Markov chain Monte Carlo in lattice field theory,https://arxiv.org/abs/1904.12072,raw/arxiv/P05.xml
arxiv:1908.10388,1908.10388,Q13,L3,author,author_lineage,11,Singletons for Simpletons: Revisiting Windowed Backoff using Chernoff Bounds,https://arxiv.org/abs/1908.10388,raw/arxiv/Q13.xml
arxiv:1910.12222,1910.12222,Q17,L4,correction,exactness,18,f-SAEM: A fast Stochastic Approximation of the EM algorithm for nonlinear mixed effects models,https://arxiv.org/abs/1910.12222,raw/arxiv/Q17.xml
arxiv:1911.02351,1911.02351,Q10,L2,diffusion,adjacent,23,Full $\mathcal{O}(a)$ improvement of EQCD,https://arxiv.org/abs/1911.02351,raw/arxiv/Q10.xml
arxiv:1911.03290,1911.03290,Q23,L9,multiscale,scaling,10,Static force from the lattice,https://arxiv.org/abs/1911.03290,expansion/raw/arxiv/Q23.xml
arxiv:1912.00689,1912.00689,Q10,L2,diffusion,adjacent,22,Heavy quark momentum diffusion coefficient from the lattice,https://arxiv.org/abs/1912.00689,raw/arxiv/Q10.xml
arxiv:1912.00689,1912.00689,Q23,L9,multiscale,scaling,9,Heavy quark momentum diffusion coefficient from the lattice,https://arxiv.org/abs/1912.00689,expansion/raw/arxiv/Q23.xml
arxiv:1912.11248,1912.11248,Q10,L2,diffusion,adjacent,21,Color-electric correlation functions under gradient flow,https://arxiv.org/abs/1912.11248,raw/arxiv/Q10.xml
arxiv:2001.04415,2001.04415,Q14,L3,author,author_lineage,5,Mesonic correlators at non-zero baryon chemical potential,https://arxiv.org/abs/2001.04415,raw/arxiv/Q14.xml
arxiv:2003.06413,2003.06413,P06,L1,root_reference_hypothesis,identifier_probe,1,Equivariant flow-based sampling for lattice gauge theory,https://arxiv.org/abs/2003.06413,raw/arxiv/P06.xml
arxiv:2007.04188,2007.04188,Q14,L3,author,author_lineage,4,Properties of the QCD thermal transition with $N_f=2+1$ flavours of Wilson quark,https://arxiv.org/abs/2007.04188,raw/arxiv/Q14.xml
arxiv:2008.04485,2008.04485,Q13,L3,author,author_lineage,10,Grain refinement of stainless steel in ultrasound-assisted additive manufacturing,https://arxiv.org/abs/2008.04485,raw/arxiv/Q13.xml
arxiv:2008.12216,2008.12216,Q23,L9,multiscale,scaling,8,Hybrid static potentials in SU(2) lattice gauge theory at short quark-antiquark separations,https://arxiv.org/abs/2008.12216,expansion/raw/arxiv/Q23.xml
arxiv:2008.13437,2008.13437,Q12,L3,jarzynski,method_precedent,17,Equilibrium Equality for Free Energy Difference,https://arxiv.org/abs/2008.13437,raw/arxiv/Q12.xml
arxiv:2010.09822,2010.09822,Q13,L3,author,author_lineage,9,"Is the new model better? One metric says yes, but the other says no. Which metric do I use?",https://arxiv.org/abs/2010.09822,raw/arxiv/Q13.xml
arxiv:2101.08176,2101.08176,P07,L1,root_reference_hypothesis,identifier_probe,1,Introduction to Normalizing Flows for Lattice Field Theory,https://arxiv.org/abs/2101.08176,raw/arxiv/P07.xml
arxiv:2104.02665,2104.02665,Q13,L3,author,author_lineage,8,A new weighting method when not all the events are selected as cases in a nested case-control study,https://arxiv.org/abs/2104.02665,raw/arxiv/Q13.xml
arxiv:2105.01039,2105.01039,Q17,L4,correction,exactness,17,A Metropolized adaptive subspace algorithm for high-dimensional Bayesian variable selection,https://arxiv.org/abs/2105.01039,raw/arxiv/Q17.xml
arxiv:2105.06886,2105.06886,Q14,L3,author,author_lineage,3,Long-range Ising interactions mediated by $λφ^4$ fields: probing the renormalisation of sound in crystals of trapped ions,https://arxiv.org/abs/2105.06886,raw/arxiv/Q14.xml
arxiv:2108.13444,2108.13444,Q12,L3,jarzynski,method_precedent,16,Calculation of the running coupling in non-Abelian gauge theories from Jarzynski's equality,https://arxiv.org/abs/2108.13444,raw/arxiv/Q12.xml
arxiv:2109.09782,2109.09782,Q13,L3,author,author_lineage,7,Information matrix equivalence in the presence of censoring: A goodness-of-fit test for semiparametric copula models with multivariate survival data,https://arxiv.org/abs/2109.09782,raw/arxiv/Q13.xml
arxiv:2110.08424,2110.08424,Q13,L3,author,author_lineage,6,Deep learning-based detection of intravenous contrast in computed tomography scans,https://arxiv.org/abs/2110.08424,raw/arxiv/Q13.xml
arxiv:2110.13184,2110.13184,Q15,L3,author,author_lineage,10,Common-red-signal analysis with 24-yr high-precision timing of the European Pulsar Timing Array: Inferences in the stochastic gravitational-wave background search,https://arxiv.org/abs/2110.13184,raw/arxiv/Q15.xml
arxiv:2110.13216,2110.13216,Q17,L4,correction,exactness,16,Adaptation of the Independent Metropolis-Hastings Sampler with Normalizing Flow Proposals,https://arxiv.org/abs/2110.13216,raw/arxiv/Q17.xml
arxiv:2110.14702,2110.14702,Q23,L9,multiscale,scaling,7,Monopoles of the Dirac type and color confinement in QCD,https://arxiv.org/abs/2110.14702,expansion/raw/arxiv/Q23.xml
arxiv:2111.05186,2111.05186,Q15,L3,author,author_lineage,9,Noise analysis in the European Pulsar Timing Array data release 2 and its implications on the gravitational-wave background search,https://arxiv.org/abs/2111.05186,raw/arxiv/Q15.xml
arxiv:2111.07916,2111.07916,Q23,L9,multiscale,scaling,6,The static force from generalized Wilson loops,https://arxiv.org/abs/2111.07916,expansion/raw/arxiv/Q23.xml
arxiv:2111.10340,2111.10340,Q10,L2,diffusion,adjacent,20,Chromoelectric and chromomagnetic correlators at high temperature from gradient flow,https://arxiv.org/abs/2111.10340,raw/arxiv/Q10.xml
arxiv:2111.10787,2111.10787,Q14,L3,author,author_lineage,2,Lattice QCD at nonzero temperature and density,https://arxiv.org/abs/2111.10787,raw/arxiv/Q14.xml
arxiv:2111.12462,2111.12462,Q10,L2,diffusion,adjacent,19,"Continuum extrapolation of the gradient-flowed color-magnetic correlator at $1.5\,T_c$",https://arxiv.org/abs/2111.12462,raw/arxiv/Q10.xml
arxiv:2111.15141,2111.15141,P02,L1,root_reference_hypothesis,identifier_probe,1,Path Integral Sampler: a stochastic control approach for sampling,https://arxiv.org/abs/2111.15141,raw/arxiv/P02.xml
arxiv:2201.00806,2201.00806,Q12,L3,jarzynski,method_precedent,15,Tensor-Network Approach to Work Statistics for 1D Quantum Lattice Systems,https://arxiv.org/abs/2201.00806,raw/arxiv/Q12.xml
arxiv:2201.01610,2201.01610,Q23,L9,multiscale,scaling,5,A numerical and theoretical study of multilevel performance for two-point correlator calculations,https://arxiv.org/abs/2201.01610,expansion/raw/arxiv/Q23.xml
arxiv:2201.03980,2201.03980,Q15,L3,author,author_lineage,8,The International Pulsar Timing Array second data release: Search for an isotropic Gravitational Wave Background,https://arxiv.org/abs/2201.03980,raw/arxiv/Q15.xml
arxiv:2201.08862,2201.08862,P03,L1,root_reference_hypothesis,identifier_probe,1,Stochastic normalizing flows as non-equilibrium transformations,https://arxiv.org/abs/2201.08862,raw/arxiv/P03.xml
arxiv:2201.08862,2201.08862,Q06,L2,stochastic_flow,method,14,Stochastic normalizing flows as non-equilibrium transformations,https://arxiv.org/abs/2201.08862,raw/arxiv/Q06.xml
arxiv:2201.08862,2201.08862,Q12,L3,jarzynski,method_precedent,14,Stochastic normalizing flows as non-equilibrium transformations,https://arxiv.org/abs/2201.08862,raw/arxiv/Q12.xml
arxiv:2201.12001,2201.12001,Q21,L7,stochastic_quantization,mechanism,4,Complex Langevin simulations for $PT$-symmetric models,https://arxiv.org/abs/2201.12001,expansion/raw/arxiv/Q21.xml
arxiv:2201.13117,2201.13117,Q06,L2,stochastic_flow,method,13,Continual Repeated Annealed Flow Transport Monte Carlo,https://arxiv.org/abs/2201.13117,raw/arxiv/Q06.xml
arxiv:2202.03054,2202.03054,Q10,L2,diffusion,adjacent,18,Heavy quarks at finite temperature,https://arxiv.org/abs/2202.03054,raw/arxiv/Q10.xml
arxiv:2203.10989,2203.10989,Q04,L1,domain,domain,4,Hierarchical autoregressive neural networks for statistical systems,https://arxiv.org/abs/2203.10989,raw/arxiv/Q04.xml
arxiv:2204.07648,2204.07648,Q13,L3,author,author_lineage,5,Design of an arrangement of cubic magnets for a quasi-axisymmetric stellarator experiment,https://arxiv.org/abs/2204.07648,raw/arxiv/Q13.xml
arxiv:2205.04332,2205.04332,Q15,L3,author,author_lineage,7,Robust parameter estimation from pulsar timing data,https://arxiv.org/abs/2205.04332,raw/arxiv/Q15.xml
arxiv:2206.14676,2206.14676,Q10,L2,diffusion,adjacent,17,Spectral and transport properties from lattice QCD,https://arxiv.org/abs/2206.14676,raw/arxiv/Q10.xml
arxiv:2208.03832,2208.03832,Q22,L8,topology,problem,8,Sampling QCD field configurations with gauge-equivariant flow models,https://arxiv.org/abs/2208.03832,expansion/raw/arxiv/Q22.xml
arxiv:2210.03139,2210.03139,P04,L1,root_reference_hypothesis,identifier_probe,1,Stochastic normalizing flows for lattice field theory,https://arxiv.org/abs/2210.03139,raw/arxiv/P04.xml
arxiv:2210.03139,2210.03139,Q06,L2,stochastic_flow,method,12,Stochastic normalizing flows for lattice field theory,https://arxiv.org/abs/2210.03139,raw/arxiv/Q06.xml
arxiv:2210.03139,2210.03139,Q12,L3,jarzynski,method_precedent,13,Stochastic normalizing flows for lattice field theory,https://arxiv.org/abs/2210.03139,raw/arxiv/Q12.xml
arxiv:2211.01364,2211.01364,P11,L2,adjacent_hypothesis,identifier_probe,1,An optimal control perspective on diffusion-based generative modeling,https://arxiv.org/abs/2211.01364,raw/arxiv/P11.xml
arxiv:2211.07541,2211.07541,Q22,L8,topology,problem,7,Aspects of scaling and scalability for flow-based sampling of lattice QCD,https://arxiv.org/abs/2211.07541,expansion/raw/arxiv/Q22.xml
arxiv:2211.12120,2211.12120,Q09,L2,entropy_production,mechanism,30,"Thermodynamically extended symplectic numerical simulation of viscoelastic, thermal expansion and heat conduction phenomena in solids",https://arxiv.org/abs/2211.12120,raw/arxiv/Q09.xml
arxiv:2212.05125,2212.05125,Q09,L2,entropy_production,mechanism,29,The entropy production of stationary diffusions,https://arxiv.org/abs/2212.05125,raw/arxiv/Q09.xml
arxiv:2212.09333,2212.09333,Q09,L2,entropy_production,mechanism,28,"Interpretation of experimental Critical Current Density and Levitation of Superconductors, and a second Temperature Limit to protect Superconductors against Quench",https://arxiv.org/abs/2212.09333,raw/arxiv/Q09.xml
arxiv:2212.10941,2212.10941,Q10,L2,diffusion,adjacent,16,Heavy quark diffusion coefficient with gradient flow,https://arxiv.org/abs/2212.10941,raw/arxiv/Q10.xml
arxiv:2302.03309,2302.03309,Q09,L2,entropy_production,mechanism,27,Fluctuations and stability of a fast driven Otto cycle,https://arxiv.org/abs/2302.03309,raw/arxiv/Q09.xml
arxiv:2302.04411,2302.04411,Q18,L4,adjacent,method,9,Geometry of Score Based Generative Models,https://arxiv.org/abs/2302.04411,raw/arxiv/Q18.xml
arxiv:2302.04763,2302.04763,Q17,L4,correction,exactness,15,On Sampling with Approximate Transport Maps,https://arxiv.org/abs/2302.04763,raw/arxiv/Q17.xml
